proy.id,predio,localidad,rodal,conglomerado,huso,datum,x.utm,y.utm,parc,cuadrante,narb,esp,dens,dap,htot,hcc,dw.bark,dwe.tr.nobark,dw.stem,dw.branches,dw.leaves,dw.total,gw.bark,gw.stem,gw.branches,gw.leaves,gw.total,coef.redu.bark,coef.redu.stem,coef.redu.branches,coef.redu.leaves,coef.redu.total,p.dw.bark,p.dw.stem,p.dw.branches,p.dw.leaves,p.dw.total,wd
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,16,ga,,13,13.72,7.7,,,52.50817463,6.689570681,1.461640861,60.65938617,,,,,,,,,,,,86.56232439,11.02808832,2.409587292,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,17,ga,,19.2,14.2,7.8,,,92.75575901,14.32682764,3.383762456,110.4663491,,,,,,,,,,,,83.96743421,12.96940449,3.063161301,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,18,ga,,10,11.78,6.6,,,29.67428197,3.185526651,0.254598764,33.11440738,,,,,,,,,,,,89.61139369,9.619760409,0.768845901,100,
54,buenaventura,,,,18,WGS84,658342,5590953.5,,,19,ga,,15.7,13.4,4.3,,,50.59667662,11.08528899,2.282821845,63.96478745,,,,,,,,,,,,79.10082818,17.33029911,3.568872712,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,0,nn,,47.25,23.86,16,,,1268.430956,182.0320158,52.18093561,1502.643907,,,,,,,,,,,,84.41327647,12.11411532,3.472608205,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,6,nn,,18.05,17.66,10.9,,,151.0543846,16.40958548,5.120170067,172.5841401,,,,,,,,,,,,87.52506717,9.508165393,2.966767435,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,18,nn,,36.3,21,12.5,,,574.0671759,60.25125775,13.38023631,647.69867,,,,,,,,,,,,88.63182874,9.302359345,2.065811917,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,42,nn,,14.55,17,13.3,,,96.32374589,6.493600188,1.482577196,104.2999233,,,,,,,,,,,,92.35265268,6.225891625,1.421455692,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,70,nn,,26.2,12.75,2.46,,,359.34,34.35213092,11.54297811,405.235109,,,,,,,,,,,,88.67444898,8.47708655,2.848464473,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,93,nn,,36.2,21.13,13.5,,,591.0830338,68.41861467,15.52116689,675.0228153,,,,,,,,,,,,87.56489712,10.13574847,2.299354413,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,103,nn,,36.3,28.28,12.9,,,684.6870556,53.56753516,19.22394411,757.4785348,,,,,,,,,,,,90.39029148,7.071822196,2.537886319,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,10,nn,,28.7,17.02,10.7,,,453.6378099,97.03436287,10.56713832,561.2393111,,,,,,,,,,,,80.82787519,17.28930261,1.882822196,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,31,nn,,27.25,16.67,11.8,,,287.4636319,28.8053977,3.093258586,319.3622882,,,,,,,,,,,,90.01176486,9.019661606,0.968573529,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,61,nn,,25.3,18.27,9.2,,,284.08,20.04222,6.450035874,310.5722559,,,,,,,,,,,,91.46985754,6.453319516,2.076822946,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,89,nn,,20.75,18.92,4,,,226.6341242,27.08065479,4.686876898,258.4016559,,,,,,,,,,,,87.70614237,10.4800624,1.813795225,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,98,nn,,38.3,19.77,11,,,511.45,93.81601059,21.82901727,627.0950279,,,,,,,,,,,,81.5586119,14.96041372,3.480974382,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,114,nn,,12.6,17.35,14.4,,,71.82321944,2.681750015,0.911607555,75.41657701,,,,,,,,,,,,95.23532131,3.55591585,1.208762836,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,4,nn,,44,25.13,11,,,1134.992533,107.3874048,29.03835041,1271.418289,,,,,,,,,,,,89.26979764,8.446268691,2.283933672,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,24,nn,,28.7,23.6,18.3,,,528.8334116,39.82791855,14.43360972,583.0949399,,,,,,,,,,,,90.69422069,6.830434604,2.475344706,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,25,nn,,14.75,21.67,18,,,117.0770093,5.626557348,1.050386852,123.7539535,,,,,,,,,,,,94.6046619,4.546567756,0.84877034,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,27,nn,,26.75,23.4,15.1,,,325.8952554,33.20986487,4.627120217,363.7322405,,,,,,,,,,,,89.59757182,9.130305532,1.27212265,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,30,nn,,18.5,21.95,15.5,,,181.241473,7.818083367,1.825947817,190.8855042,,,,,,,,,,,,94.94774041,4.095692546,0.95656704,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,44,nn,,20.6,21.95,14.9,,,202.661938,6.296515863,2.812926033,211.7713799,,,,,,,,,,,,95.69845467,2.973261007,1.328284319,100,
54,chaihuin,,,,18,WGS84,628104.4,5574865.2,,,69,nn,,20.55,21.35,17.5,,,120.7078339,7.521700747,13.92869122,142.1582258,,,,,,,,,,,,84.91090344,5.291076688,9.798019873,100,
